,lat,lon,amenity,name,tags,address,Code,Place,is chain
4164,49.2820489,-123.118486,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '720', 'opening_hours': 'Mo-Fr 05:00-23:00; Sa 05:30-23:30; Su 06:00-23:00', 'outdoor_seating': 'yes', 'addr:street': 'Granville Street', 'brand': 'Starbucks'}","736 Granville St #720, Vancouver, BC V6Z 1G3, Canada",V6Z,Vancouver (SW Downtown),True
4167,49.2733132,-123.11993,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '125', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Davie Street', 'takeaway': 'yes', 'brand': 'Starbucks'}","123 Davie St, Vancouver, BC V6Z 2V4, Canada",V6Z,Vancouver (SW Downtown),True
4169,49.28183189999999,-123.1234128,restaurant,boston pizza,"{'brand:wikidata': 'Q894578', 'opening_hours': 'Su-Th 11:00-00:00; Fr-Sa 11:00-02:00', 'cuisine': 'pizza', 'brand': 'Boston Pizza', 'brand:wikipedia': 'en:Boston Pizza'}","869 Hornby St, Vancouver, BC V6Z 1T9, Canada",V6Z,Vancouver (SW Downtown),True
4180,49.2766649,-123.1272005,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '1255', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': '24/7', 'cuisine': 'sandwich', 'addr:street': 'Granville Street', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Vancouver'}","1255 Granville St, Vancouver, BC V6Z 1M5, Canada",V6Z,Vancouver (SW Downtown),True
4187,49.277133,-123.1296758,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '860', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}","1308 Hornby St, Vancouver, BC V6Z 0C5, Canada",V6Z,Vancouver (SW Downtown),True
4191,49.2811705,-123.1204114,fast_food,burger king,"{'brand:wikidata': 'Q177054', 'brand:wikipedia': 'en:Burger King', 'cuisine': 'burger', 'drive_in': 'no', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '821', 'drive_through': 'no', 'opening_hours': '24/7', 'addr:street': 'Granville Street', 'payment:debit_cards': 'yes', 'brand': 'Burger King'}","823 Granville St, Vancouver, BC V6Z 1K7, Canada",V6Z,Vancouver (SW Downtown),True
4193,49.2774975,-123.1259158,fast_food,mr. greek,"{'addr:housenumber': '1173', 'addr:street': 'Granville Street'}","1173 Granville St, Vancouver, BC V6Z 1M1, Canada",V6Z,Vancouver (SW Downtown),True
4196,49.2778308,-123.1254331,fast_food,donair dude,"{'addr:housenumber': '1145', 'payment:credit_cards': 'yes', 'phone': '+1-604-428-6699', 'drive_through': 'no', 'addr:street': 'Granville Street', 'payment:debit_cards': 'yes', 'addr:city': 'Vancouver'}","1145 Granville St, Vancouver, BC V6Z 1L8, Canada",V6Z,Vancouver (SW Downtown),True
4202,49.2794404,-123.1230068,cafe,blenz coffee,"{'opening_hours': 'Mo-Th 07:00-00:00; Fr 07:00-03:00; Sa 08:00-03:00; Su 08:30-23:00', 'addr:housenumber': '999', 'outdoor_seating': 'yes', 'addr:street': 'Granville Street', 'addr:city': 'Vancouver'}","999 Granville St, Vancouver, BC V6Z 1L3, Canada",V6Z,Vancouver (SW Downtown),True
4211,49.2792354,-123.1227256,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'website': 'https://www.timhortons.ca/', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'operator': 'Restaurant Brands International Inc.', 'addr:city': 'Vancouver', 'addr:housenumber': '998', 'drive_through': 'no', 'opening_hours': 'Mo-Su 05:00-00:00', 'addr:street': 'Granville Street', 'brand': 'Tim Hortons'}","998 Granville St, Vancouver, BC V6Z 1L2, Canada",V6Z,Vancouver (SW Downtown),True
4213,49.2815417,-123.1211798,fast_food,chipotle,"{'brand:wikidata': 'Q465751', 'official_name': 'Chipotle Mexican Grill', 'addr:housenumber': '818', 'brand:wikipedia': 'en:Chipotle Mexican Grill', 'drive_through': 'no', 'opening_hours': 'Mo-Su 11:00-22:00', 'cuisine': 'mexican', 'addr:street': 'Howe Street', 'takeaway': 'yes', 'brand': 'Chipotle', 'addr:city': 'Vancouver'}","818 Howe St, Vancouver, BC V6Z 1N4, Canada",V6Z,Vancouver (SW Downtown),True
4216,49.281794700000006,-123.1246565,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '930', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Th 05:30-22:30; Fr 05:30-23:00; Sa 06:00-23:00; Su 06:00-22:30', 'cuisine': 'coffee_shop', 'addr:street': 'Burrard Street', 'takeaway': 'yes', 'brand': 'Starbucks'}","930 Burrard St, Vancouver, BC V6Z 3G5, Canada",V6Z,Vancouver (SW Downtown),True
4218,49.28165720000001,-123.12059779999998,fast_food,freshslice pizza,"{'brand:wikidata': 'Q5503082', 'addr:housenumber': '768', 'brand:wikipedia': 'en:Freshslice Pizza', 'cuisine': 'pizza', 'addr:street': 'Robson Street', 'takeaway': 'yes', 'brand': 'Freshslice Pizza'}","778 Robson St, Vancouver, BC V6Z 1A1, Canada",V6Z,Vancouver (SW Downtown),True
4219,49.2817133,-123.1206758,fast_food,a&w,"{'addr:housenumber': '778', 'ref': '0740', 'addr:street': 'Robson Street'}","778 Robson St, Vancouver, BC V6Z 1A1, Canada",V6Z,Vancouver (SW Downtown),True
4225,49.277676,-123.1310303,fast_food,pho,"{'addr:housenumber': '1310', 'addr:street': 'Burrard Street'}","1316 Burrard St, Vancouver, BC V6Z 2B7, Canada",V6Z,Vancouver (SW Downtown),True
4227,49.2787971,-123.1234582,fast_food,a&w,"{'brand:wikidata': 'Q2818848', 'brand:wikipedia': 'en:A&W (Canada)', 'drive_through': 'no', 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'Granville st', 'takeaway': 'yes', 'brand': 'A&W', 'addr:city': 'Vancouver'}","1028 Granville St, Vancouver, BC V6Z 1L5, Canada",V6Z,Vancouver (SW Downtown),True
4228,49.278414,-123.1278962,cafe,breka bakery & café,"{'addr:housenumber': '855', 'website': 'http://www.breka.ca', 'internet_access': 'wlan', 'phone': '+1-604-428-8080', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street', 'addr:postcode': 'V6Z 1B7', 'addr:city': 'Vancouver'}","855 Davie St, Vancouver, BC V6Z 1B7, Canada",V6Z,Vancouver (SW Downtown),True
4229,49.2740753,-123.1220882,fast_food,freshslice pizza,"{'brand:wikidata': 'Q5503082', 'addr:housenumber': '1207', 'brand:wikipedia': 'en:Freshslice Pizza', 'drive_through': 'no', 'cuisine': 'pizza', 'addr:street': 'Pacific Boulevard', 'takeaway': 'yes', 'brand': 'Freshslice Pizza', 'addr:city': 'Vancouver'}","1207 Pacific Blvd, Vancouver, BC V6Z 2R6, Canada",V6Z,Vancouver (SW Downtown),True
4232,49.2776544,-123.125186,fast_food,domino's,"{'brand:wikidata': 'Q839466', 'addr:province': 'BC', 'delivery': 'yes', 'brand:wikipedia': ""en:Domino's Pizza"", 'cuisine': 'pizza', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'capacity': '5', 'drive_through': 'no', 'smoking': 'no', 'short_name': ""Domino's"", 'outdoor_seating': 'no', 'addr:street': 'Granville Street', 'brand': ""Domino's""}","1140 Granville St, Vancouver, BC V6Z 1L8, Canada",V6Z,Vancouver (SW Downtown),True
4241,49.2831204,-123.12139270000002,cafe,cafe artigiano,"{'addr:province': 'BC', 'outdoor_seating': 'yes', 'addr:street': 'Hornby Street', 'addr:city': 'Vancouver'}","763 Hornby St, Vancouver, BC V6Z 1S2, Canada",V6Z,Vancouver (SW Downtown),True
4243,49.2824438,-123.122325,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 05:30-20:00; Sa,Su 07:00-20:00', 'cuisine': 'coffee_shop', 'addr:street': 'Hornby Street', 'takeaway': 'yes', 'brand': 'Starbucks'}","811 Hornby St, Vancouver, BC V6Z 2E6, Canada",V6Z,Vancouver (SW Downtown),True
4248,49.2761557,-123.1281645,restaurant,white spot,"{'brand:wikidata': 'Q7995414', 'addr:housenumber': '712', 'brand:wikipedia': 'en:White Spot', 'opening_hours': 'Mo-Th,Su 07:00-23:00; Fr,Sa 07:00-00:00', 'cuisine': 'burger', 'addr:street': 'Drake Street', 'brand': 'White Spot', 'addr:city': 'Vancouver'}","712 Drake St, Vancouver, BC V6Z 2W6, Canada",V6Z,Vancouver (SW Downtown),True
4249,49.2778449,-123.1276301,restaurant,nando's,"{'brand:wikidata': 'Q3472954', 'addr:housenumber': '828', 'brand:wikipedia': ""en:Nando's"", 'opening_hours': 'Fr,Sa 11:00-24:00, Su-Th 11:00-23:00', 'cuisine': 'chicken;portuguese', 'addr:street': 'Davie Street', 'brand': ""Nando's""}","828 Davie St, Vancouver, BC V6Z 1B7, Canada",V6Z,Vancouver (SW Downtown),True
4250,49.2779076,-123.1277317,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '838', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': '24/7', 'cuisine': 'sandwich', 'addr:street': 'Davie Street', 'takeaway': 'yes', 'brand': 'Subway'}","838 Davie St, Vancouver, BC V6Z 2S2, Canada",V6Z,Vancouver (SW Downtown),True
4253,49.27760170000001,-123.1272193,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'wheelchair': 'yes', 'website': 'https://www.timhortons.com/', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'operator': 'Restaurant Brands International Inc.', 'addr:city': 'Vancouver', 'addr:housenumber': '756', 'opening_hours': '24/7', 'addr:street': 'Davie Street', 'brand': 'Tim Hortons'}","756 Davie St, Vancouver, BC V6Z 2M9, Canada",V6Z,Vancouver (SW Downtown),True
4254,49.2790558,-123.1255832,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '1095', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 05:30-19:00; Sa-Su 06:00-18:00', 'cuisine': 'coffee_shop', 'addr:street': 'Howe Street', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}","1095 Howe St, Vancouver, BC V6Z 1P6, Canada",V6Z,Vancouver (SW Downtown),True
4259,49.280139,-123.127256,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '1088', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 05:30-18:00; Sa-Su 06:00-18:00', 'cuisine': 'coffee_shop', 'outdoor_seating': 'yes', 'takeaway': 'yes', 'brand': 'Starbucks'}","1088 Burrard St, Vancouver, BC V6Z 2R9, Canada",V6Z,Vancouver (SW Downtown),True
4260,49.27871629999999,-123.12893590000002,fast_food,mucho burrito,"{'brand:wikidata': 'Q65148332', 'website': 'https://muchoburrito.com/', 'internet_access': 'wlan', 'cuisine': 'mexican', 'addr:postcode': 'V6Z 1B9', 'takeaway': 'yes', 'addr:housenumber': '988', 'phone': '+1-604-669-6666', 'opening_hours': 'Mo-Fr 10:30-22:00; Sa 11:00-22:00; Su 11:00-21:00', 'addr:street': 'Davie Street', 'brand': 'Mucho Burrito', 'email': 'muchoburritodavie@gmail.com'}","988 Davie St, Vancouver, BC V6Z 1B8, Canada",V6Z,Vancouver (SW Downtown),True
4261,49.2796822,-123.1265354,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '1095', 'brand:wikipedia': 'en:Subway (restaurant)', 'drive_through': 'no', 'opening_hours': 'Mo-Fr 07:00-00:00; Sa 08:00-00:00; Su 08:00-23:00', 'cuisine': 'sandwich', 'addr:street': 'Hornby Street', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Vancouver'}","1095 Hornby St, Vancouver, BC V6Z 2R9, Canada",V6Z,Vancouver (SW Downtown),True
4264,49.27987879999999,-123.1236378,cafe,pallet coffee roasters,"{'opening_hours': 'Mo-Fr 07:00-18:00; Sa,Su 09:00-16:00', 'cuisine': 'coffee_shop', 'website': 'https://www.palletcoffeeroasters.com', 'addr:city': 'Vancouver'}","988 Howe St, Vancouver, BC V6Z 1N9, Canada",V6Z,Vancouver (SW Downtown),True
4268,49.2776678,-123.1266852,fast_food,freshslice pizza,"{'brand:wikidata': 'Q5503082', 'brand:wikipedia': 'en:Freshslice Pizza', 'opening_hours': 'Mo-We 10:30-01:00, Th 10:30-02:00, Fr 10:30-04:00, Sa 11:00-04:00, Su 11:00-01:00', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Freshslice Pizza', 'addr:city': 'Vancouver'}","771 Davie St, Vancouver, BC V6Z 2S7, Canada",V6Z,Vancouver (SW Downtown),True
4273,49.27714320000001,-123.1264714,cafe,blenz coffee,"{'wheelchair': 'yes', 'addr:housenumber': '700', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'opening_hours': 'Su-Th 06:30-01:00; Fr-Sa 06:30-02:00', 'cuisine': 'coffee', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}","700 Davie St, Vancouver, BC V6Z 1M6, Canada",V6Z,Vancouver (SW Downtown),True
4274,49.2807244,-123.1224892,cafe,waves coffee house,"{'addr:housenumber': '900', 'website': 'https://wavescoffee.com/', 'payment:bitcoin': 'yes', 'opening_hours': 'Mo-Fr 07:00-21:00; Sa 09:00-21:00; Su 09:00-19:00', 'yelp': 'http://www.yelp.com/biz/waves-coffee-house-vancouver-2', 'cuisine': 'coffee_shop', 'outdoor_seating': 'yes', 'addr:street': 'Howe Street', 'addr:postcode': 'V6Z 2M4', 'addr:city': 'Vancouver'}","900 Howe St #310, Vancouver, BC V6Z 2M4, Canada",V6Z,Vancouver (SW Downtown),True
4279,49.2804593,-123.1219022,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '722', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': '24/7', 'cuisine': 'sandwich', 'addr:street': 'Smithe Street', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Vancouver'}","901 Granville St, Vancouver, BC V6Z 1L2, Canada",V6Z,Vancouver (SW Downtown),True
4284,49.2821466,-123.1185541,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'ref': '3719', 'level': '-1', 'brand:wikipedia': 'en:Tim Hortons', 'description': 'The Tim Hortons is located underground between the Canada Line and the Vancouver Centre Mall.', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}","736 Granville St Suite 200, Vancouver, BC V6Z 1G3, Canada",V6Z,Vancouver (SW Downtown),True
4287,49.2798648,-123.1276754,cafe,elysian coffee roasters,"{'opening_hours': 'Mo-Fr 07:00-18:00; Sa-Su 09:00-16:00', 'cuisine': 'coffee', 'addr:housenumber': '1100', 'addr:street': 'Burrard Street', 'addr:city': 'Vancouver'}","101-1100 Burrard St, Vancouver, BC V6Z 1Y7, Canada",V6Z,Vancouver (SW Downtown),True
4290,49.282614,-123.123415,restaurant,joey burrard,"{'addr:province': 'BC', 'addr:housenumber': '820', 'website': 'https://joeyrestaurants.com/', 'phone': '+1-604-683-5639', 'opening_hours': 'Su-Th 11:00-01:00, Fr,Sa 11:00-02:00', 'addr:street': 'Burrard Street', 'addr:city': 'Vancouver'}","860 Burrard St, Vancouver, BC V6Z 2J1, Canada",V6Z,Vancouver (SW Downtown),True
4291,49.2811807,-123.1242771,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'delivery': 'no', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '947', 'drive_through': 'no', 'opening_hours': 'Mo-Sa 06:00-21:00; Su,PH 07:00-21:00', 'addr:street': 'Hornby Street', 'brand': 'Tim Hortons'}","941 Hornby St, Vancouver, BC V6Z 3G5, Canada",V6Z,Vancouver (SW Downtown),True
4292,49.2815936,-123.1237542,restaurant,earl's,"{'opening_hours': 'Su-Th 11:30-00:00; Fr-Sa 11:30-01:00', 'cuisine': 'american', 'addr:housenumber': '905', 'addr:street': 'Hornby Street', 'addr:city': 'Vancouver'}","898 Smithe St, Vancouver, BC V6Z 3H8, Canada",V6Z,Vancouver (SW Downtown),True
4298,49.1128069,-122.6724406,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'https://www.starbucks.ca/', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:housenumber': '19898', 'phone': '+1-604-217-7393', 'opening_hours': 'Mo-Fr 05:00-21:00; Su 06:30-21:00; Sa 06:00-21:00', 'name:en': 'Starbucks', 'addr:street': 'Langley Bypass', 'brand': 'Starbucks'}","19898 Langley Bypass, Langley City, BC V3A 4Y1, Canada",V3A,Langley City,True
4299,49.1126928,-122.6723021,fast_food,chipotle,"{'brand:wikidata': 'Q465751', 'official_name': 'Chipotle Mexican Grill', 'addr:housenumber': '19898', 'brand:wikipedia': 'en:Chipotle Mexican Grill', 'cuisine': 'mexican', 'addr:street': 'Langley Bypass', 'takeaway': 'yes', 'brand': 'Chipotle', 'addr:unit': '110', 'addr:city': 'Langley'}","19898 Langley Bypass, Langley City, BC V3A 4Y1, Canada",V3A,Langley City,True
4302,49.1039933,-122.66156370000002,fast_food,panago,"{'brand:wikidata': 'Q17111672', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Panago', 'brand:wikipedia': 'en:Panago'}","20250 56 Ave, Langley City, BC V3A 3Y5, Canada",V3A,Langley City,True
4306,49.0953173,-122.6241169,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '21612', 'phone': '+1-604-533-1606', 'brand:wikipedia': 'en:Tim Hortons', 'drive_through': 'yes', 'cuisine': 'coffee_shop', 'addr:street': 'Fraser Highway', 'takeaway': 'yes', 'brand': 'Tim Hortons'}","Eastbound Fraser Hwy @ 216 St, Langley Twp, BC V3A 4G9, Canada",V3A,Langley City,True
4308,49.1020894,-122.6457196,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'https://www.starbucks.ca/', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:housenumber': '20831', 'phone': '+1-604-532-0922', 'opening_hours': 'Mo-Fr 05:00-21:30; Sa-Su 05:30-21:30', 'name:en': 'Starbucks', 'addr:street': 'Fraser Highway', 'brand': 'Starbucks'}","20831 Fraser Hwy, Langley City, BC V3A 4G7, Canada",V3A,Langley City,True
4309,49.0910725,-122.6074795,restaurant,panago pizza,"{'addr:housenumber': '22259', 'addr:street': '48 Avenue', 'addr:postcode': 'V3A 3N4', 'addr:unit': '301', 'addr:city': 'Langley'}","222 St FS Fraser Hwy, Langley Twp, BC V3A 8T1, Canada",V3A,Langley City,True
4310,49.0910917,-122.6076471,fast_food,a&w,"{'brand:wikidata': 'Q2818848', 'addr:housenumber': '22259', 'brand:wikipedia': 'en:A&W (Canada)', 'cuisine': 'burger', 'addr:street': '48 Avenue', 'addr:postcode': 'V3A 3N4', 'takeaway': 'yes', 'brand': 'A&W', 'addr:unit': '302', 'addr:city': 'Langley'}","222 St FS Fraser Hwy, Langley Twp, BC V3A 8T1, Canada",V3A,Langley City,True
4317,49.105008700000006,-122.6598889,fast_food,dairy queen,"{'brand:wikidata': 'Q1141226', 'addr:housenumber': '20300', 'brand:wikipedia': 'en:Dairy Queen', 'cuisine': 'ice_cream;burger', 'addr:street': 'Fraser Highway', 'takeaway': 'yes', 'brand': 'Dairy Queen', 'addr:city': 'Langley'}","20300 Fraser Hwy, Langley City, BC V3A 3Y6, Canada",V3A,Langley City,True
4318,49.1051536,-122.6594585,fast_food,robin's donuts,"{'brand:wikidata': 'Q7352199', 'addr:housenumber': '301-20300', 'brand:wikipedia': ""en:Robin's Donuts"", 'cuisine': 'donut', 'short_name': ""Robin's"", 'addr:street': 'Fraser Highway', 'takeaway': 'yes', 'brand': ""Robin's Donuts"", 'addr:city': 'Langley'}","20318 Fraser Hwy, Langley City, BC V3A 4E6, Canada",V3A,Langley City,True
4321,49.111784,-122.6767069,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '19712', 'internet_access': 'no', 'brand:wikipedia': 'en:Tim Hortons', 'drive_through': 'yes', 'cuisine': 'coffee_shop', 'addr:street': 'Fraser Highway', 'takeaway': 'yes', 'brand': 'Tim Hortons'}","19712 Fraser Hwy, Langley City, BC V3A 4C7, Canada",V3A,Langley City,True
4325,49.1154625,-122.6795039,fast_food,subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'drive_through': 'no', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway'}","19653 Willowbrook Dr, Langley City, BC V3A 7E9, Canada",V3A,Langley City,True
4332,49.07620120000001,-122.6689193,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'https://www.starbucks.ca/', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:housenumber': '4064', 'phone': '+1-604-532-1260', 'opening_hours': 'Mo-Fr 05:00-21:00; Sa-Su 06:00-21:00', 'name:en': 'Starbucks', 'addr:street': '200 Street', 'brand': 'Starbucks'}","4068 200 St, Langley City, BC V3A 1K7, Canada",V3A,Langley City,True
4333,49.0758884,-122.6698849,fast_food,subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}","4061 200 St #118, Langley City, BC V3A 1K8, Canada",V3A,Langley City,True
4334,49.0764542,-122.6707002,fast_food,mcdonald's,"{'brand:wikidata': 'Q38076', 'addr:housenumber': '4061', 'website': 'http://www.mcdonalds.ca/', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'addr:street': '200 Street', 'takeaway': 'yes', 'brand': ""McDonald's""}","4121 200 St, Langley City, BC V3A 1K8, Canada",V3A,Langley City,True
4337,49.0902235,-122.607215,fast_food,quiznos,"{'brand:wikidata': 'Q1936229', 'addr:housenumber': '22259', 'brand:wikipedia': 'en:Quiznos', 'drive_through': 'no', 'cuisine': 'sandwich', 'addr:street': '48 Avenue', 'addr:postcode': 'V3A 3N4', 'takeaway': 'yes', 'brand': 'Quiznos', 'addr:unit': '103', 'addr:city': 'Langley'}","22259 McDonald Rd, Langley City, BC V3A 3N5, Canada",V3A,Langley City,True
